window,scenario,greedy_nominal_lfr,greedy_nominal_stockout,greedy_nominal_time,greedy_nominal_n_listed,dp_nominal_lfr,dp_nominal_stockout,dp_nominal_time,dp_nominal_n_listed,cpsat_nominal_lfr,cpsat_nominal_stockout,cpsat_nominal_time,cpsat_nominal_n_listed,greedy_robust_lfr,greedy_robust_stockout,greedy_robust_time,greedy_robust_n_listed,dp_robust_lfr,dp_robust_stockout,dp_robust_time,dp_robust_n_listed,cpsat_robust_lfr,cpsat_robust_stockout,cpsat_robust_time,cpsat_robust_n_listed
29,high_volatility,0.1894393677745746,0.853140721173882,0.0002849102020263672,40,0.1986660014203944,0.8336528345039714,17.131463289260864,47,0.19442352075449187,0.8425262068240396,0.12450480461120605,46,0.1681789763828333,0.8480728165095376,0.00039696693420410156,38,0.17741677482232657,0.83266305666068,16.903489112854004,44,0.17024527475619408,0.8393184296174738,0.16806983947753906,42
30,high_volatility,0.16418418309293056,0.8737458514979362,0.00035190582275390625,41,0.17164338412770525,0.860655634137199,17.21868586540222,48,0.16742517299731452,0.8700648226607478,0.12626290321350098,45,0.15848432612091684,0.8763122667767995,0.0003211498260498047,38,0.16609114475750278,0.8642961684698313,16.93035125732422,45,0.1591463680997924,0.8676413315549862,0.09258770942687988,43
31,high_volatility,0.18855265151436026,0.8535870891462807,0.0002880096435546875,39,0.2009095898919258,0.8358490975220303,17.17965316772461,46,0.1924882405630393,0.8420737452499134,0.3033301830291748,44,0.16911325381875247,0.8610086562656731,0.0003833770751953125,35,0.18713876720237368,0.8418603529783933,16.624680757522583,41,0.18328137491796762,0.848807872869707,0.12457585334777832,40
32,high_volatility,0.15948138093737968,0.8664740979382428,0.00030803680419921875,38,0.1726607526542216,0.8517185194102361,17.132281064987183,45,0.16771627775860815,0.858849288936208,0.1321401596069336,43,0.14207149941431144,0.8681369839068056,0.0003981590270996094,34,0.15996604382230278,0.8509132549964298,16.637683868408203,41,0.15556033708542585,0.8593006602156897,0.29286885261535645,39
33,high_volatility,0.19320390001269316,0.862845540960524,0.00033164024353027344,37,0.20607410329961193,0.8400331397079313,17.02812886238098,45,0.19885451112177116,0.8502621825543463,0.12689924240112305,42,0.17499933379009336,0.8674457823938656,0.0004010200500488281,34,0.19226152053871193,0.8500328482569767,16.703174114227295,40,0.18214757264591197,0.8523925358505519,0.1400589942932129,39
34,high_volatility,0.14758836770866277,0.853294957709589,0.00030112266540527344,37,0.16433321247263438,0.8358065866764471,17.14641833305359,44,0.16061967683019276,0.8426170124809778,0.11446714401245117,42,0.1361227851723209,0.8609277810460394,0.00041794776916503906,34,0.15046527862216869,0.8404122704301923,16.712061882019043,40,0.14439528292519888,0.8443559686002244,0.12853384017944336,39
35,high_volatility,0.15813632840838643,0.8465976631768148,0.0003600120544433594,37,0.179915508376277,0.82681380940894,17.037076950073242,44,0.17467812715418177,0.8299792710190903,0.45792317390441895,43,0.13818050202192309,0.8594504776416525,0.0003769397735595703,33,0.15612482326889976,0.8321468537106904,16.697509050369263,40,0.14997243037630897,0.8406293641838251,0.21746492385864258,38
36,high_volatility,0.17657574755751967,0.8462434213251363,0.00032901763916015625,36,0.1992373419858653,0.822501988897375,16.93140482902527,44,0.19001553555958162,0.8255560141044804,0.3594179153442383,43,0.15668410703441424,0.8493266446638924,0.0003788471221923828,34,0.17709681908300282,0.8293818742855056,16.64169406890869,40,0.17077306738579096,0.8378249464732797,0.27406811714172363,38
37,high_volatility,0.1817940445333041,0.8598295658308441,0.0003592967987060547,37,0.2049201088508561,0.8426392769320007,16.990347862243652,44,0.19570562602824212,0.8479925563038022,0.1071021556854248,42,0.15937469250285696,0.8615107907137347,0.00041294097900390625,34,0.18164673259015768,0.8441858771337715,16.764360904693604,40,0.17165299921997776,0.8496067712371318,0.3370399475097656,38
38,high_volatility,0.1817459439248417,0.8563114142449271,0.00039315223693847656,36,0.20727985029791063,0.8323518022256166,17.041937112808228,44,0.2001060680359126,0.8408264158827646,0.1439499855041504,42,0.16454174250803502,0.8581270682714413,0.0003521442413330078,34,0.18105459555782033,0.8362461558876453,16.67978000640869,40,0.17551505429553516,0.8402170388837414,0.17925095558166504,39
39,high_volatility,0.18457981404358,0.850006446812449,0.00032401084899902344,38,0.20524338852331292,0.8269272218668559,17.017341136932373,46,0.1985489356997078,0.8396984211450218,0.09045195579528809,43,0.17046595112841434,0.8578887961412224,0.0003688335418701172,34,0.18429535806656722,0.8321258496811094,16.799547910690308,41,0.17759945354345516,0.840985254244248,0.11697697639465332,39
40,high_volatility,0.1951015042546015,0.8617320184207551,0.00038123130798339844,37,0.2131106765414887,0.8411882788303173,17.035871744155884,45,0.19973308971060766,0.84555571845492,0.21904397010803223,43,0.17080475319262253,0.861113341978577,0.0003478527069091797,34,0.190002707424257,0.8435039921346535,16.864334106445312,40,0.18256123163958962,0.8473853922882553,0.13767385482788086,39
41,high_volatility,0.17596241859862213,0.8662640611956135,0.00029587745666503906,38,0.19563487132165347,0.8551634715615175,17.068888902664185,45,0.18560815883122328,0.861453693641378,0.34429121017456055,43,0.16148428691110273,0.8721596894427761,0.0003669261932373047,34,0.18034019230118375,0.8571280943198846,16.76998805999756,41,0.17359181955302647,0.8623117341665854,0.251507043838501,39
42,high_volatility,0.16086726185818814,0.876384911315851,0.0003268718719482422,37,0.17623499066278533,0.8597334754410082,16.96144986152649,45,0.16726092688747915,0.8649343412550121,0.12025094032287598,43,0.1463873723939199,0.8801898423432735,0.00041794776916503906,34,0.15795449795130465,0.858814107070695,16.73500418663025,41,0.1539762809279638,0.8660232312312433,0.16367101669311523,39
43,high_volatility,0.1898189600443833,0.8653238302022327,0.00031495094299316406,37,0.20979109753524353,0.8447467914560192,16.993295192718506,45,0.19837989055052782,0.8497538194774544,0.13482403755187988,43,0.1698666712098452,0.8685798892683445,0.0003788471221923828,34,0.19003379221811018,0.8495738496921463,16.613785982131958,41,0.179882472023567,0.8536533165810372,0.19470787048339844,39
44,high_volatility,0.24070399744332355,0.8435321555694248,0.0003371238708496094,37,0.2596592801249792,0.8104221761813873,16.973809957504272,45,0.2562203624553399,0.8200175164453948,0.11455297470092773,43,0.2065804045879791,0.8501453496791725,0.000347137451171875,34,0.2165329230654293,0.8235604271269383,16.756864070892334,40,0.20932983633399369,0.82866060737123,0.41260695457458496,39
0,large_scale,0.0875505468028338,0.9407595734471081,0.0005748271942138672,37,0.09699854540082223,0.927175487258315,35.137470960617065,50,0.0920170750291822,0.9348168860987303,0.29986000061035156,45,0.07124352597154997,0.9423008044287905,0.0008420944213867188,33,0.08418617737173834,0.9253642981298738,34.689048051834106,45,0.0814710083207688,0.932552890311166,0.3228938579559326,41
1,large_scale,0.08899400853512549,0.9391029709199585,0.0006859302520751953,38,0.10615796716993428,0.931566749243309,34.78496599197388,49,0.09856839069847488,0.9370720549174827,0.26026391983032227,44,0.07780380295596886,0.9448980557300638,0.0008108615875244141,31,0.08792975759914194,0.9268242689214264,34.472379207611084,44,0.0865011101231588,0.9337264323377137,0.25729823112487793,40
2,large_scale,0.08233492015276082,0.939133203612901,0.0007469654083251953,37,0.0929653674350684,0.9279152206800956,34.96658730506897,48,0.08913695514311772,0.9340580307122947,0.21842694282531738,43,0.07114347479887767,0.945833651379961,0.0007462501525878906,31,0.081571940882271,0.9257233290727989,34.70139789581299,44,0.07819144607102084,0.9338717830895473,0.22371411323547363,40
3,large_scale,0.07124982239124783,0.9374732169461649,0.0006389617919921875,38,0.08360683384200578,0.933743066955065,35.03595995903015,48,0.07839571115325766,0.9374138168332073,0.2770240306854248,43,0.06047348469173859,0.9431104443491759,0.0008800029754638672,33,0.07449013242936797,0.9302963059586234,34.634824991226196,45,0.07084279888029674,0.9357951014535718,0.32593798637390137,41
4,large_scale,0.08716418981880131,0.9439288765952274,0.0006442070007324219,36,0.09601513903199041,0.9305495880507708,34.92647194862366,48,0.08956940499109399,0.9351282092800148,0.26181507110595703,44,0.07155621480331144,0.9378756152998965,0.0007519721984863281,35,0.08487484187757736,0.929062940128045,34.62853503227234,44,0.07982021971620985,0.9330820894996601,0.24485182762145996,41
5,large_scale,0.0851615978545667,0.9359242705806557,0.0006818771362304688,36,0.10058610928179454,0.9228202067612375,35.02303171157837,48,0.09494152630751437,0.9295059671960578,0.30312013626098633,43,0.07603616856367985,0.9394569311898712,0.0006971359252929688,33,0.08353284276854797,0.9217698454150227,34.685890197753906,43,0.07959959815975097,0.9273959594606792,0.26677608489990234,40
6,large_scale,0.07365036754675455,0.9395850828591863,0.0006952285766601562,38,0.08628066692084602,0.9307892076263412,34.952576875686646,48,0.08110472408049824,0.9376149013505974,0.25563907623291016,43,0.06743501342091271,0.9418764992891073,0.0008590221405029297,34,0.07242115133876849,0.9241973169890497,34.788918018341064,46,0.07047592725659665,0.9319280643114826,0.327869176864624,42
7,large_scale,0.08629760834508059,0.9470129446410475,0.0006041526794433594,35,0.09491703753950458,0.9291220870726596,35.04433488845825,49,0.08492209486371834,0.9335944254006425,0.22149300575256348,45,0.07875818415734834,0.9466107649784046,0.0007381439208984375,33,0.0812865759669941,0.9266531989488979,34.743192195892334,47,0.079042947233506,0.9350521797337584,0.2774641513824463,42
8,large_scale,0.06421120917450868,0.940208672168984,0.0006508827209472656,35,0.07888024205334329,0.9234458747407934,35.14273691177368,50,0.07240265225364681,0.9303560636691952,0.32361507415771484,45,0.05562008031334949,0.9429860138179799,0.0008761882781982422,32,0.06880053363930157,0.9262796179151408,34.72164607048035,45,0.06301202337107203,0.9325596634126258,0.3569619655609131,40
9,large_scale,0.07460855125997731,0.9442972815889176,0.0006220340728759766,35,0.08893668730499583,0.9262164963843602,34.878456830978394,51,0.08245193873804824,0.9375886277295934,0.27524614334106445,44,0.068691228695361,0.944218091217273,0.0008690357208251953,33,0.07772479120876867,0.9280447155747095,34.91496801376343,45,0.0768948449759426,0.9355674349749044,0.2890968322753906,41
10,large_scale,0.07708746377141557,0.94336374331055,0.0006780624389648438,35,0.09111644642282626,0.9337452066555959,35.03840708732605,48,0.08409681719057072,0.9374869355498071,0.33736109733581543,44,0.06659624373564867,0.9416172851946093,0.0007517337799072266,33,0.07889949663932422,0.9272119094578206,34.73302102088928,45,0.0751168255591598,0.9361162459299944,0.2740161418914795,39
11,large_scale,0.07601103554372349,0.949015804527325,0.0006530284881591797,35,0.08434040791976029,0.9391314647880713,34.87708497047424,48,0.07822537076312673,0.9429404445091631,0.25127410888671875,43,0.06469032303588748,0.9449829805921073,0.0008697509765625,33,0.07848148177499495,0.9340938172276677,34.745617151260376,45,0.07320608312050003,0.9398477156954489,0.3121671676635742,41
12,large_scale,0.07368834640749826,0.9476570947264125,0.000720977783203125,35,0.08260675275799927,0.9388783973917298,34.9888710975647,46,0.07946964727063001,0.9432485655440414,0.19230294227600098,42,0.06416194689118597,0.946017402944402,0.0007171630859375,32,0.0759485916520015,0.9321552215587385,34.69858503341675,45,0.07141868993450816,0.93924586420466,0.2660841941833496,40
13,large_scale,0.06092873502078682,0.9374683732820634,0.0009248256683349609,37,0.07686175022109039,0.9304569985854221,34.903587102890015,47,0.07090048595225396,0.9345745285815201,0.24010610580444336,44,0.05698605164574351,0.9432222491286217,0.0009019374847412109,32,0.06755239220410084,0.9298350721398048,34.666638135910034,44,0.06318787081514171,0.9327384963519944,0.30213093757629395,42
14,large_scale,0.07392948144249138,0.9384150979790418,0.0008149147033691406,36,0.0877113092273772,0.9206282087544319,34.85232591629028,50,0.0798679314004062,0.9323462141327743,0.4248182773590088,42,0.062741871668602,0.9399213611866472,0.0008618831634521484,33,0.07288020359361613,0.9248495567709487,34.64141607284546,43,0.06730773056915382,0.9279594174569354,0.2920830249786377,41
15,large_scale,0.06344915511060562,0.9336583751358886,0.0008189678192138672,38,0.06985224677380378,0.9162451870208376,35.03543996810913,51,0.07002274327300666,0.9321808515094063,0.37970495223999023,43,0.05372186507280164,0.9413111123496517,0.0008058547973632812,33,0.064886601073362,0.9242276028221695,34.55965733528137,44,0.06263956572974906,0.9289632163619415,0.3051278591156006,41
16,large_scale,0.0695753372116103,0.9364750085128563,0.0007112026214599609,36,0.08591672455557302,0.9253026835215897,35.00682711601257,47,0.08027659037115077,0.9310050320946776,0.32177209854125977,43,0.061200385739334714,0.9396929431602481,0.0008633136749267578,34,0.07551016018709705,0.9216063464003985,34.559576749801636,45,0.07258148711117055,0.927867896171955,0.45011305809020996,42
17,large_scale,0.08194050719221524,0.9400203903462507,0.0007610321044921875,36,0.09181656060183592,0.9255834146551483,34.5774929523468,49,0.08603856868241257,0.9299629967628279,0.30797624588012695,45,0.06980521658154526,0.9386144723013655,0.0008897781372070312,34,0.0831138501568088,0.921780973730007,34.54721808433533,46,0.08168699884132223,0.9319745185541253,0.31848716735839844,41
18,large_scale,0.07426154968436495,0.9327965708645033,0.0006837844848632812,38,0.09100338354569093,0.9241776014604849,34.871105909347534,47,0.08438957633325916,0.9302477946319246,0.24663901329040527,43,0.06423293319831411,0.9393308519775028,0.0007832050323486328,33,0.07943414077811252,0.9213924292082556,34.42243790626526,45,0.07369452282233552,0.9274259158450263,0.38688206672668457,41
19,large_scale,0.07205262498369193,0.9364396511357839,0.0006859302520751953,37,0.08313587010909632,0.9254916308250066,35.03871417045593,48,0.07727696774962475,0.9285262709257147,0.24491119384765625,45,0.06471716133990757,0.9374306057238733,0.0007338523864746094,34,0.07600991027178794,0.9202638360654728,34.580751180648804,46,0.07445154678210683,0.9266065697987038,0.37432312965393066,43
20,large_scale,0.07577520209941987,0.943625160000421,0.0007610321044921875,38,0.08554347917636139,0.9325668690212426,34.90443682670593,52,0.08167767426185095,0.9373347777458225,0.26931285858154297,48,0.06689417747916553,0.9411062241216321,0.0008721351623535156,36,0.07669068704883024,0.9279015393745377,34.27756714820862,47,0.07444307247175311,0.9334291299846034,0.24288105964660645,44
21,large_scale,0.08690828990785196,0.9308430942353275,0.0006670951843261719,39,0.10181142641911717,0.9172562628214022,34.711928844451904,51,0.09256245000276964,0.9205236136281684,0.20118188858032227,48,0.07461301432106227,0.9321501686393977,0.0007600784301757812,37,0.08924787951911876,0.9177119828034958,34.59864521026611,48,0.08307860080475521,0.9201672186706816,0.32492685317993164,45
22,large_scale,0.0760788581064103,0.9275032921352339,0.0006060600280761719,39,0.09213794192448266,0.9050877824732468,35.00241208076477,54,0.08993080219719342,0.91636471515534,0.2345731258392334,48,0.05972650716581487,0.9290686463511639,0.0007030963897705078,37,0.07920850440304433,0.9073490277188514,34.736709117889404,50,0.07313872936495686,0.9161077452184361,0.266448974609375,45
23,large_scale,0.07780884207803529,0.9303125057693404,0.0006330013275146484,40,0.09012474245243766,0.9097377193295713,35.10704016685486,55,0.08560004321620072,0.9161443312363057,0.3196392059326172,51,0.061369448694212576,0.928489588876579,0.0007958412170410156,39,0.07377340167645706,0.9093692063993898,34.72836995124817,51,0.07096676664663262,0.916116872528277,0.269395112991333,47
24,large_scale,0.0818744410475522,0.9308141536919973,0.0007030963897705078,41,0.09937232453224104,0.9137932218167623,35.134263038635254,55,0.09161709658652142,0.9199071795182718,0.2617530822753906,51,0.06780553209434863,0.9298773123967466,0.0008041858673095703,39,0.08416319411886364,0.9099533515232416,34.79995083808899,53,0.07522054046306365,0.9167242906700379,0.25444912910461426,48
25,large_scale,0.08502682649762672,0.9342955644984638,0.0007040500640869141,40,0.0956944108047927,0.9213563632126699,35.12630820274353,53,0.09265894613261058,0.927677368742929,0.215623140335083,50,0.06380434170451713,0.931797548019146,0.0006852149963378906,37,0.0839447638696785,0.9150313479797794,34.68231678009033,52,0.07951233602756307,0.921228978365769,0.3220691680908203,47
26,large_scale,0.084874005912087,0.9346272016180543,0.0005841255187988281,43,0.09755700685718918,0.9252263515204542,35.06182503700256,55,0.09078125797760801,0.9287360967023878,0.20871615409851074,51,0.06810988862413533,0.933830054985994,0.0008759498596191406,39,0.08538359903165987,0.916450600835671,34.47925305366516,54,0.08348561848933166,0.9279637277595223,0.21204209327697754,47
27,large_scale,0.09025580426471955,0.9309424659666579,0.0005850791931152344,42,0.10279376365002998,0.9120179711461129,35.02814531326294,55,0.09712797118574965,0.9188562588664054,0.30605006217956543,51,0.0789065136722304,0.9334367186190123,0.0007610321044921875,37,0.09128509233840254,0.911382465870488,34.69034218788147,52,0.08704923441769416,0.9198283015769487,0.33246302604675293,47
28,large_scale,0.0717764630685459,0.9363677395275665,0.0007350444793701172,41,0.07945474371083229,0.9247655571957863,35.16883373260498,53,0.0740885723493012,0.9314140803999675,0.3134279251098633,48,0.06505314588116115,0.9338634254358035,0.0006821155548095703,38,0.07440511751076337,0.9185061552830063,34.77987313270569,53,0.06970933733006977,0.9272152267786586,0.2561206817626953,47
29,large_scale,0.08067749535214283,0.9407738926717178,0.0007250308990478516,40,0.08501181916719552,0.9272223712327183,35.12695503234863,53,0.08208108699670065,0.9347275521843637,0.19919300079345703,47,0.06840075142624824,0.9376713989118024,0.00084686279296875,38,0.07796721955574683,0.9166436947138789,34.53774166107178,53,0.07443049543258141,0.9238802336285735,0.2647838592529297,49
30,large_scale,0.07561316453335223,0.9564331024612496,0.0007131099700927734,41,0.08227476502693017,0.9505465570029692,35.075851917266846,54,0.07820726674866113,0.9550139692915383,0.2792818546295166,49,0.0722975714646336,0.9524507900861222,0.0006978511810302734,37,0.07834817211316397,0.9376889647185468,34.776962995529175,53,0.07442900394000335,0.9451722944029564,0.25488901138305664,47
31,large_scale,0.07353113838947715,0.9367891590539362,0.0006468296051025391,39,0.08178111730384392,0.9237541109892904,35.06785988807678,50,0.07826621672788671,0.9289470246194989,0.3779151439666748,47,0.06789357019539659,0.9397050800754772,0.0008938312530517578,34,0.07618549652043871,0.9225503123630299,34.648353099823,47,0.07275851363536548,0.9290071153224408,0.3660407066345215,42
32,large_scale,0.07090447390388621,0.9452863850778727,0.0007250308990478516,38,0.07812927949934126,0.9272822638442488,34.96090507507324,53,0.07346125778512141,0.9340429179784907,0.22025609016418457,48,0.0598771247442077,0.944509152874125,0.0007748603820800781,34,0.07171488601459795,0.9319762838777748,34.658297061920166,46,0.06805135762594937,0.9381493380302017,0.3054821491241455,42
33,large_scale,0.08416482446954657,0.9422005793348759,0.0007030963897705078,36,0.09277373935035423,0.9272803964266232,34.74474596977234,51,0.09029728757448122,0.933546751939918,0.2302868366241455,46,0.0707722770984025,0.9421529595800172,0.0008769035339355469,34,0.08022396627827828,0.9244363999810709,34.473921060562134,45,0.07685806430317114,0.9300939010933159,0.3040900230407715,42
34,large_scale,0.0756589646935715,0.938616264966798,0.0006778240203857422,38,0.08551902323614365,0.9314080497398756,35.06020379066467,51,0.08236736755944483,0.9390979199265493,0.27117419242858887,44,0.06706681951512145,0.94404434438114,0.0008578300476074219,33,0.0770131995002206,0.9268276239898579,34.52802896499634,45,0.07513561496573894,0.9336944765862386,0.2946350574493408,41
35,large_scale,0.07694433671902386,0.9389247489544975,0.0007948875427246094,37,0.09215997295342775,0.924402946667725,34.89332580566406,51,0.08362472033441665,0.931809858318597,0.251450777053833,45,0.06573335736611749,0.942247525112402,0.0007450580596923828,33,0.07994128835234464,0.92209375315249,34.70070505142212,47,0.07504135471548348,0.9315508627921225,0.5392649173736572,41
36,large_scale,0.08124366792954744,0.933875068873317,0.0008111000061035156,39,0.09612930717303685,0.9206139125807258,34.92423701286316,52,0.09081942819296458,0.9276510580599601,0.3218669891357422,47,0.06357898577039069,0.9396939095660616,0.0008370876312255859,33,0.08368329659571777,0.9182386215239284,34.55689787864685,48,0.07898526731795576,0.9299856213914384,0.33767080307006836,41
37,large_scale,0.08479409623366722,0.9404084602754137,0.0007731914520263672,39,0.09172630169811204,0.925704087613283,34.93726301193237,52,0.08678922271064345,0.9328988621291449,0.2730588912963867,48,0.07080572881556685,0.9436159278601827,0.0007929801940917969,34,0.08341292499624776,0.9273837518904545,34.56830072402954,47,0.08143708827188406,0.9373202910325487,0.38281917572021484,41
38,large_scale,0.08743924378166379,0.9400432515496561,0.0008358955383300781,38,0.09986446947109948,0.9304389272086594,34.907922983169556,51,0.0950572939185992,0.9365118027635004,0.2465977668762207,47,0.06484913733960414,0.9397425283822766,0.0008308887481689453,34,0.08662711829733774,0.9286607610842519,34.5148389339447,46,0.07950137990693673,0.9341879580198691,0.3106520175933838,41
39,large_scale,0.08441977874851456,0.9393949169412916,0.0006427764892578125,40,0.09541213198997109,0.9282355028772377,34.88554620742798,53,0.09140086301527893,0.9345397444770527,0.24261474609375,49,0.06874966205786326,0.9403112259397861,0.0007731914520263672,35,0.0852994979814891,0.9283365687845608,34.72852897644043,46,0.08082625391195424,0.9356942652805151,0.3010861873626709,42
40,large_scale,0.08319165933473255,0.9414073928988654,0.0007631778717041016,37,0.0943520963167847,0.9267861485878082,34.9098060131073,51,0.0922275278819596,0.9337593688314735,0.28127431869506836,47,0.06308410779231591,0.9396560545424006,0.00078582763671875,33,0.07785990752267992,0.922238035645825,34.66809701919556,46,0.07200543198782045,0.9287580494912125,0.3501269817352295,42
41,large_scale,0.08134956448497534,0.9467749442903132,0.0006449222564697266,37,0.09330338542750363,0.9404971299500843,35.056334257125854,49,0.08712975828020768,0.9443643648306496,0.252180814743042,45,0.0681315228587929,0.9452101490515088,0.0008938312530517578,33,0.08217495159745505,0.9314860173725328,34.694973945617676,46,0.07847659205127208,0.9388088430913502,0.31563806533813477,42
42,large_scale,0.07374954496906486,0.9473522741053751,0.000743865966796875,37,0.08234519155215662,0.9407586239976924,35.0715069770813,48,0.07965776391309759,0.9485547693018745,0.33132195472717285,42,0.06457357008955017,0.9484825677050448,0.0007312297821044922,33,0.07364605915145077,0.9372918636227547,34.65978407859802,45,0.07090964325763768,0.9445580823771548,0.3214762210845947,40
43,large_scale,0.08164446662959289,0.943280783868722,0.00080108642578125,37,0.09206317913479847,0.9308851610132807,35.04661703109741,49,0.08797669009258975,0.9391698870702845,0.3561439514160156,43,0.07619618329002335,0.9408165584476356,0.0008618831634521484,35,0.08005433422040344,0.9276339796158048,34.5770947933197,45,0.07736183617494033,0.9361604399348001,0.30408430099487305,40
44,large_scale,0.10289618430145885,0.9326251296035858,0.0007231235504150391,38,0.11703923832146672,0.9197357324804648,34.85368609428406,48,0.10426292590960601,0.927827019395927,0.22733020782470703,43,0.0867003727398165,0.9369656451596078,0.0007281303405761719,34,0.1047730942581636,0.9206561540200684,34.60453391075134,45,0.0978179754099083,0.9268105488339136,0.3821530342102051,41
