scenario,method,lfr_mean,lfr_std,stockout_mean,stockout_std,time_mean,n_listed_mean,n_windows
baseline,hybrid_v2,0.2851841796201435,0.038264258339788235,0.834659090909091,0.065701914304991,13.046440335837277,105.36363636363636,44
