window,scenario,algorithm,aggregated_lfr,basket_lfr,basket_ofr,proxy_gap_lfr
0,baseline,cpsat_nominal,0.2166005479899461,0.03880070546737213,0.07136640557006092,0.17779984252257397
0,baseline,cpsat_robust,0.1981911898652343,0.031746031746031744,0.058311575282854654,0.16644515811920255
0,baseline,dp_nominal,0.2244744250937022,0.041005291005291,0.07484769364664925,0.1834691340884112
0,baseline,dp_robust,0.2054321450316422,0.03262786596119929,0.06005221932114883,0.1728042790704429
0,baseline,greedy_nominal,0.2038603454366885,0.03571428571428571,0.06527415143603134,0.16814605972240276
0,baseline,greedy_robust,0.1752108637014686,0.027336860670194002,0.05134899912967798,0.1478740030312746
0,high_volatility,cpsat_nominal,0.224019517583268,0.0291005291005291,0.05134899912967798,0.1949189884827389
0,high_volatility,cpsat_robust,0.196722784658301,0.023809523809523808,0.04351610095735422,0.1729132608487772
0,high_volatility,dp_nominal,0.2346708403342607,0.0291005291005291,0.05134899912967798,0.2055703112337316
0,high_volatility,dp_robust,0.2019410540828898,0.02513227513227513,0.04612706701479547,0.17680877895061464
0,high_volatility,greedy_nominal,0.213427176289517,0.023809523809523808,0.044386422976501305,0.18961765247999318
0,high_volatility,greedy_robust,0.1850357697728575,0.021604938271604937,0.040905134899912966,0.16343083150125254
0,large_scale,cpsat_nominal,0.0920170750291822,0.02821869488536155,0.050478677110530897,0.06379838014382065
0,large_scale,cpsat_robust,0.0814710083207688,0.01984126984126984,0.03655352480417755,0.06162973847949896
0,large_scale,dp_nominal,0.0969985454008222,0.031746031746031744,0.05657093124456049,0.06525251365479046
0,large_scale,dp_robust,0.0841861773717383,0.021164021164021163,0.04003481288076589,0.06302215620771713
0,large_scale,greedy_nominal,0.0875505468028338,0.019400352733686066,0.038294168842471714,0.06815019406914774
0,large_scale,greedy_robust,0.0712435259715499,0.016313932980599646,0.031331592689295036,0.05492959299095025
1,baseline,cpsat_nominal,0.2230149895600362,0.032685146876292925,0.058169375534645,0.19032984268374328
1,baseline,cpsat_robust,0.2113993375465972,0.033098882912701695,0.05902480752780154,0.17830045463389552
1,baseline,dp_nominal,0.228971834643083,0.033512618949110465,0.059880239520958084,0.1954592156939725
1,baseline,dp_robust,0.2172003994910214,0.033512618949110465,0.059880239520958084,0.18368778054191093
1,baseline,greedy_nominal,0.2013801821261955,0.03103020273065784,0.05474764756201882,0.17034997939553764
1,baseline,greedy_robust,0.1905469813451569,0.026065370293752586,0.04704875962360992,0.16448161105140433
1,high_volatility,cpsat_nominal,0.2186901916698831,0.023582954075299957,0.04362703165098375,0.19510723759458315
1,high_volatility,cpsat_robust,0.1945780582883968,0.021928009929664875,0.04020530367835757,0.17265004835873193
1,high_volatility,dp_nominal,0.2259035857017603,0.024824162184526273,0.04448246364414029,0.20107942351723404
1,high_volatility,dp_robust,0.199731521873799,0.022755482002482418,0.041916167664670656,0.17697603987131658
1,high_volatility,greedy_nominal,0.207917765131759,0.022755482002482418,0.041916167664670656,0.18516228312927657
1,high_volatility,greedy_robust,0.1884904947586352,0.01985932974762102,0.03592814371257485,0.16863116501101416
1,large_scale,cpsat_nominal,0.0985683906984748,0.01985932974762102,0.03849443969204448,0.07870906095085378
1,large_scale,cpsat_robust,0.0865011101231588,0.016549441456350848,0.03165098374679213,0.06995166866680795
1,large_scale,dp_nominal,0.1061579671699342,0.022341745966073644,0.04362703165098375,0.08381622120386055
1,large_scale,dp_robust,0.0879297575991419,0.018204385601985933,0.03507271171941831,0.06972537199715596
1,large_scale,greedy_nominal,0.0889940085351254,0.01737691352916839,0.033361847733105215,0.071617095005957
1,large_scale,greedy_robust,0.0778038029559688,0.013239553165080678,0.02566295979469632,0.06456424979088812
2,baseline,cpsat_nominal,0.1878397658453244,0.036751837591879596,0.06608569353667393,0.1510879282534448
2,baseline,cpsat_robust,0.1812730446747399,0.0336016800840042,0.06027596223674655,0.1476713645907357
2,baseline,dp_nominal,0.2050054708817814,0.041652082604130204,0.07334785766158315,0.1633533882776512
2,baseline,dp_robust,0.1856769071524195,0.035701785089254465,0.06318082788671024,0.14997512206316505
2,baseline,greedy_nominal,0.1826766482177834,0.03150157507875394,0.05809731299927379,0.15117507313902945
2,baseline,greedy_robust,0.1716133432942303,0.03255162758137907,0.06027596223674655,0.13906171571285125
2,high_volatility,cpsat_nominal,0.2062605391168711,0.02695134756737837,0.05228758169934641,0.1793091915494927
2,high_volatility,cpsat_robust,0.179940233429789,0.021001050052502624,0.04139433551198257,0.15893918337728635
2,high_volatility,dp_nominal,0.2116200233725636,0.02695134756737837,0.05228758169934641,0.18466867580518523
2,high_volatility,dp_robust,0.1837182292365156,0.021351067553377668,0.04212055192447349,0.16236716168313792
2,high_volatility,greedy_nominal,0.1963344758749746,0.02520126006300315,0.04938271604938271,0.17113321581197144
2,high_volatility,greedy_robust,0.168944684645861,0.020301015050752536,0.03994190268700073,0.14864366959510844
2,large_scale,cpsat_nominal,0.0891369551431177,0.022751137556877844,0.04357298474945534,0.06638581758623986
2,large_scale,cpsat_robust,0.0781914460710208,0.014350717535876793,0.029048656499636893,0.063840728535144
2,large_scale,dp_nominal,0.0929653674350684,0.02415120756037802,0.04647785039941903,0.06881415987469039
2,large_scale,dp_robust,0.081571940882271,0.016100805040252013,0.032679738562091505,0.065471135842019
2,large_scale,greedy_nominal,0.0823349201527608,0.015050752537626881,0.029774872912127815,0.06728416761513392
2,large_scale,greedy_robust,0.0711434747988776,0.0112005600280014,0.02251270878721859,0.0599429147708762
3,baseline,cpsat_nominal,0.18233201565179,0.04673913043478261,0.0790729379686435,0.13559288521700738
3,baseline,cpsat_robust,0.1716693809875371,0.04057971014492753,0.06952965235173825,0.13108967084260956
3,baseline,dp_nominal,0.1883473285225529,0.04673913043478261,0.0790729379686435,0.14160819808777028
3,baseline,dp_robust,0.179603741682734,0.04565217391304348,0.07770961145194274,0.13395156776969053
3,baseline,greedy_nominal,0.1766507948571964,0.04565217391304348,0.07702794819359236,0.13099862094415293
3,baseline,greedy_robust,0.1624067041559533,0.042753623188405795,0.0736196319018405,0.1196530809675475
3,high_volatility,cpsat_nominal,0.1780770261662375,0.036594202898550726,0.06475800954328562,0.14148282326768677
3,high_volatility,cpsat_robust,0.1577090138945565,0.030434782608695653,0.05385139740967962,0.12727423128586085
3,high_volatility,dp_nominal,0.184946630590162,0.03876811594202899,0.06680299931833675,0.14617851464813303
3,high_volatility,dp_robust,0.1632501431977954,0.030797101449275364,0.054533060668029994,0.13245304174852005
3,high_volatility,greedy_nominal,0.171997165970492,0.034057971014492754,0.06066802999318337,0.13793919495599924
3,high_volatility,greedy_robust,0.1501525050826077,0.02717391304347826,0.049079754601226995,0.12297859203912943
3,large_scale,cpsat_nominal,0.0783957111532576,0.02355072463768116,0.0408997955010225,0.054844986515576434
3,large_scale,cpsat_robust,0.0708427988802967,0.014855072463768116,0.026584867075664622,0.05598772641652858
3,large_scale,dp_nominal,0.0836068338420057,0.02572463768115942,0.04430811179277437,0.05788219616084629
3,large_scale,dp_robust,0.0744901324293679,0.01847826086956522,0.03135650988411725,0.05601187155980268
3,large_scale,greedy_nominal,0.0712498223912478,0.020652173913043477,0.0354464894342195,0.050597648478204325
3,large_scale,greedy_robust,0.0604734846917385,0.011956521739130435,0.021813224267211998,0.048516962952608066
4,baseline,cpsat_nominal,0.2034543962969173,0.05547785547785548,0.08996539792387544,0.14797654081906184
4,baseline,cpsat_robust,0.1944849173281211,0.04895104895104895,0.08044982698961937,0.14553386837707213
4,baseline,dp_nominal,0.2174912501324648,0.06060606060606061,0.0986159169550173,0.15688518952640418
4,baseline,dp_robust,0.2014294553090456,0.052214452214452214,0.0847750865051903,0.1492150030945934
4,baseline,greedy_nominal,0.2051652604017528,0.05501165501165501,0.09169550173010381,0.1501536053900978
4,baseline,greedy_robust,0.1874607518429928,0.046153846153846156,0.07612456747404844,0.14130690568914664
4,high_volatility,cpsat_nominal,0.2103842566912631,0.04055944055944056,0.07093425605536333,0.16982481613182254
