window,scenario,algorithm,test_start,test_end,basket_ofr,basket_lfr,basket_qfr,n_orders,n_lines,total_qty
25,large_scale,greedy_robust,2016-08-21,2016-08-27,0.01948627103631532,0.056532663316582916,0.04198389396389949,1129,2388,3548.9799999999996
26,baseline,cpsat_nominal,2016-08-28,2016-09-03,0.08102108768035517,0.15221137277426766,0.11542221367242861,901,1741,2547.17
26,baseline,cpsat_robust,2016-08-28,2016-09-03,0.08657047724750278,0.14302125215393452,0.10678517727517205,901,1741,2547.17
26,baseline,dp_nominal,2016-08-28,2016-09-03,0.08324084350721421,0.16082711085582999,0.12288147237915019,901,1741,2547.17
26,baseline,dp_robust,2016-08-28,2016-09-03,0.0932297447280799,0.15163699023549684,0.1134592508548703,901,1741,2547.17
26,baseline,greedy_nominal,2016-08-28,2016-09-03,0.0732519422863485,0.13268236645605974,0.10128888138600878,901,1741,2547.17
26,baseline,greedy_robust,2016-08-28,2016-09-03,0.08102108768035517,0.12406662837449742,0.09265184498875222,901,1741,2547.17
26,high_volatility,cpsat_nominal,2016-08-28,2016-09-03,0.05993340732519423,0.13900057438253877,0.11385184341838196,901,1741,2547.17
26,high_volatility,cpsat_robust,2016-08-28,2016-09-03,0.05660377358490566,0.13038483630097644,0.10364443676707875,901,1741,2547.17
26,high_volatility,dp_nominal,2016-08-28,2016-09-03,0.06881243063263041,0.1481906950028719,0.12091850956159188,901,1741,2547.17
26,high_volatility,dp_robust,2016-08-28,2016-09-03,0.058823529411764705,0.13325674899483056,0.10717776983868371,901,1741,2547.17
26,high_volatility,greedy_nominal,2016-08-28,2016-09-03,0.05216426193118757,0.1315336013785181,0.10599999214814873,901,1741,2547.17
26,high_volatility,greedy_robust,2016-08-28,2016-09-03,0.048834628190899,0.11947156806433085,0.09579258549684552,901,1741,2547.17
26,large_scale,cpsat_nominal,2016-08-28,2016-09-03,0.049944506104328525,0.08730614589316485,0.06634814323347087,901,1741,2547.17
26,large_scale,cpsat_robust,2016-08-28,2016-09-03,0.041065482796892344,0.07581849511774842,0.057318514272702646,901,1741,2547.17
26,large_scale,dp_nominal,2016-08-28,2016-09-03,0.048834628190899,0.09477311889718552,0.07145184655912247,901,1741,2547.17
26,large_scale,dp_robust,2016-08-28,2016-09-03,0.04550499445061043,0.08041355542791499,0.06006666221728428,901,1741,2547.17
26,large_scale,greedy_nominal,2016-08-28,2016-09-03,0.041065482796892344,0.07581849511774842,0.05888888452674929,901,1741,2547.17
26,large_scale,greedy_robust,2016-08-28,2016-09-03,0.03218645948945616,0.06318207926479034,0.048681477875446084,901,1741,2547.17
27,baseline,cpsat_nominal,2016-09-04,2016-09-10,0.05866900175131348,0.11259079903147699,0.0807887786137346,1142,2478,3998.08
27,baseline,cpsat_robust,2016-09-04,2016-09-10,0.05691768826619965,0.10855528652138821,0.07328517688490475,1142,2478,3998.08
27,baseline,dp_nominal,2016-09-04,2016-09-10,0.063922942206655,0.12146892655367232,0.08604129982391548,1142,2478,3998.08
27,baseline,dp_robust,2016-09-04,2016-09-10,0.063922942206655,0.11581920903954802,0.07953817832559629,1142,2478,3998.08
27,baseline,greedy_nominal,2016-09-04,2016-09-10,0.04553415061295972,0.0996771589991929,0.07128421642388347,1142,2478,3998.08
27,baseline,greedy_robust,2016-09-04,2016-09-10,0.05166374781085814,0.09927360774818401,0.06728229550184088,1142,2478,3998.08
27,high_volatility,cpsat_nominal,2016-09-04,2016-09-10,0.050788091068301226,0.10492332526230831,0.08479069953577717,1142,2478,3998.08
27,high_volatility,cpsat_robust,2016-09-04,2016-09-10,0.049912434325744305,0.10088781275221953,0.07728709780694734,1142,2478,3998.08
27,high_volatility,dp_nominal,2016-09-04,2016-09-10,0.05253940455341506,0.11016949152542373,0.08929286057307508,1142,2478,3998.08
27,high_volatility,dp_robust,2016-09-04,2016-09-10,0.05166374781085814,0.10371267150928168,0.08053865855610694,1142,2478,3998.08
27,high_volatility,greedy_nominal,2016-09-04,2016-09-10,0.047285464098073555,0.10129136400322841,0.07853769809508564,1142,2478,3998.08
27,high_volatility,greedy_robust,2016-09-04,2016-09-10,0.040280210157618214,0.09120258272800645,0.07028373619337282,1142,2478,3998.08
27,large_scale,cpsat_nominal,2016-09-04,2016-09-10,0.03152364273204904,0.06941081517352704,0.04827317112213863,1142,2478,3998.08
27,large_scale,cpsat_robust,2016-09-04,2016-09-10,0.03327495621716287,0.06577885391444714,0.04552185048823435,1142,2478,3998.08
27,large_scale,dp_nominal,2016-09-04,2016-09-10,0.03064798598949212,0.07465698143664246,0.051524731871298225,1142,2478,3998.08
27,large_scale,dp_robust,2016-09-04,2016-09-10,0.03327495621716287,0.07021791767554479,0.04827317112213863,1142,2478,3998.08
27,large_scale,greedy_nominal,2016-09-04,2016-09-10,0.028896672504378284,0.062146892655367235,0.0432707699695854,1142,2478,3998.08
27,large_scale,greedy_robust,2016-09-04,2016-09-10,0.02714535901926445,0.057304277643260695,0.0400192092204258,1142,2478,3998.08
28,baseline,cpsat_nominal,2016-09-11,2016-09-17,0.060221870047543584,0.11568938193343899,0.08978651363294625,1262,2524,3697.66
28,baseline,cpsat_robust,2016-09-11,2016-09-17,0.060221870047543584,0.10855784469096671,0.08302548097986294,1262,2524,3697.66
28,baseline,dp_nominal,2016-09-11,2016-09-17,0.06576862123613313,0.12123613312202852,0.09519533975541289,1262,2524,3697.66
28,baseline,dp_robust,2016-09-11,2016-09-17,0.06418383518225039,0.11291600633914421,0.08762298318395959,1262,2524,3697.66
28,baseline,greedy_nominal,2016-09-11,2016-09-17,0.056259904912836764,0.10419968304278922,0.08167327444924628,1262,2524,3697.66
28,baseline,greedy_robust,2016-09-11,2016-09-17,0.05150554675118859,0.09469096671949287,0.07274871134717632,1262,2524,3697.66
28,high_volatility,cpsat_nominal,2016-09-11,2016-09-17,0.04120443740095087,0.10538827258320127,0.09222048538805623,1262,2524,3697.66
28,high_volatility,cpsat_robust,2016-09-11,2016-09-17,0.041996830427892234,0.098256735340729,0.08167327444924628,1262,2524,3697.66
28,high_volatility,dp_nominal,2016-09-11,2016-09-17,0.044374009508716325,0.11053882725832012,0.09546578106153622,1262,2524,3697.66
28,high_volatility,dp_robust,2016-09-11,2016-09-17,0.042789223454833596,0.10063391442155309,0.08464812881660294,1262,2524,3697.66
28,high_volatility,greedy_nominal,2016-09-11,2016-09-17,0.039619651347068144,0.09984152139461172,0.08627077665334293,1262,2524,3697.66
28,high_volatility,greedy_robust,2016-09-11,2016-09-17,0.03803486529318542,0.08993660855784469,0.07626444832677964,1262,2524,3697.66
28,large_scale,cpsat_nominal,2016-09-11,2016-09-17,0.025356576862123614,0.07369255150554675,0.055710909061406404,1262,2524,3697.66
28,large_scale,cpsat_robust,2016-09-11,2016-09-17,0.025356576862123614,0.06616481774960381,0.04867943510219977,1262,2524,3697.66
28,large_scale,dp_nominal,2016-09-11,2016-09-17,0.029318541996830427,0.07805071315372425,0.05895620473488639,1262,2524,3697.66
28,large_scale,dp_robust,2016-09-11,2016-09-17,0.029318541996830427,0.06933438985736926,0.05084296555118643,1262,2524,3697.66
28,large_scale,greedy_nominal,2016-09-11,2016-09-17,0.02694136291600634,0.0705229793977813,0.05381781991854308,1262,2524,3697.66
28,large_scale,greedy_robust,2016-09-11,2016-09-17,0.025356576862123614,0.061806656101426306,0.04543413942871979,1262,2524,3697.66
29,baseline,cpsat_nominal,2016-09-18,2016-09-24,0.0535077288941736,0.10265486725663717,0.084998401122309,1682,3390,4847.15
29,baseline,cpsat_robust,2016-09-18,2016-09-24,0.061236623067776455,0.10117994100294986,0.07942811755361398,1682,3390,4847.15
29,baseline,dp_nominal,2016-09-18,2016-09-24,0.059453032104637336,0.10766961651917405,0.08891823030027955,1682,3390,4847.15
29,baseline,dp_robust,2016-09-18,2016-09-24,0.06539833531510107,0.10678466076696165,0.08376056032926565,1682,3390,4847.15
29,baseline,greedy_nominal,2016-09-18,2016-09-24,0.05291319857312723,0.10265486725663717,0.08417317392694677,1682,3390,4847.15
29,baseline,greedy_robust,2016-09-18,2016-09-24,0.0535077288941736,0.09734513274336283,0.07715874276636787,1682,3390,4847.15
29,high_volatility,cpsat_nominal,2016-09-18,2016-09-24,0.04221165279429251,0.08820058997050148,0.08231641273738177,1682,3390,4847.15
29,high_volatility,cpsat_robust,2016-09-18,2016-09-24,0.045778834720570746,0.08761061946902655,0.07715874276636787,1682,3390,4847.15
29,high_volatility,dp_nominal,2016-09-18,2016-09-24,0.045778834720570746,0.0920353982300885,0.084998401122309,1682,3390,4847.15
29,high_volatility,dp_robust,2016-09-18,2016-09-24,0.04637336504161712,0.08938053097345133,0.08004703795013565,1682,3390,4847.15
29,high_volatility,greedy_nominal,2016-09-18,2016-09-24,0.04280618311533888,0.08908554572271386,0.0821101059385412,1682,3390,4847.15
29,high_volatility,greedy_robust,2016-09-18,2016-09-24,0.04280618311533888,0.08761061946902655,0.07736504956520843,1682,3390,4847.15
29,large_scale,cpsat_nominal,2016-09-18,2016-09-24,0.027348394768133173,0.06578171091445428,0.05343346089970395,1682,3390,4847.15
29,large_scale,cpsat_robust,2016-09-18,2016-09-24,0.022592152199762187,0.06253687315634218,0.048482097727530614,1682,3390,4847.15
29,large_scale,dp_nominal,2016-09-18,2016-09-24,0.03210463733650416,0.06991150442477877,0.05632175608347174,1682,3390,4847.15
29,large_scale,dp_robust,2016-09-18,2016-09-24,0.02794292508917955,0.06755162241887906,0.05198931330782006,1682,3390,4847.15
29,large_scale,greedy_nominal,2016-09-18,2016-09-24,0.027348394768133173,0.06696165191740414,0.05302084730202284,1682,3390,4847.15
29,large_scale,greedy_robust,2016-09-18,2016-09-24,0.02140309155766944,0.05958702064896755,0.04662533653796561,1682,3390,4847.15
30,baseline,cpsat_nominal,2016-09-25,2016-10-01,0.05474452554744526,0.10628907686649504,0.08216028122726601,1370,2719,3931.34
30,baseline,cpsat_robust,2016-09-25,2016-10-01,0.05620437956204379,0.099668995954395,0.07427492915901449,1370,2719,3931.34
30,baseline,dp_nominal,2016-09-25,2016-10-01,0.05693430656934306,0.11290915777859507,0.08673887275076692,1370,2719,3931.34
30,baseline,dp_robust,2016-09-25,2016-10-01,0.058394160583941604,0.10628907686649504,0.07936225307401547,1370,2719,3931.34
30,baseline,greedy_nominal,2016-09-25,2016-10-01,0.051094890510948905,0.099668995954395,0.07580112633351478,1370,2719,3931.34
30,baseline,greedy_robust,2016-09-25,2016-10-01,0.04817518248175182,0.08826774549466716,0.0661352108950129,1370,2719,3931.34
30,high_volatility,cpsat_nominal,2016-09-25,2016-10-01,0.03941605839416058,0.099668995954395,0.08546704177201667,1370,2719,3931.34
30,high_volatility,cpsat_robust,2016-09-25,2016-10-01,0.040875912408759124,0.09452004413387274,0.07707295731226503,1370,2719,3931.34
30,high_volatility,dp_nominal,2016-09-25,2016-10-01,0.03941605839416058,0.10114012504597278,0.0887738023167673,1370,2719,3931.34
30,high_volatility,dp_robust,2016-09-25,2016-10-01,0.043065693430656936,0.09709452004413387,0.07961661926976553,1370,2719,3931.34
30,high_volatility,greedy_nominal,2016-09-25,2016-10-01,0.03868613138686131,0.09672673777123943,0.08216028122726601,1370,2719,3931.34
30,high_volatility,greedy_robust,2016-09-25,2016-10-01,0.03722627737226277,0.09304891504229496,0.07681859111651497,1370,2719,3931.34
30,large_scale,cpsat_nominal,2016-09-25,2016-10-01,0.031386861313868614,0.0632585509378448,0.04807521099675937,1370,2719,3931.34
30,large_scale,cpsat_robust,2016-09-25,2016-10-01,0.025547445255474453,0.059948510481794774,0.045277182843508824,1370,2719,3931.34
30,large_scale,dp_nominal,2016-09-25,2016-10-01,0.031386861313868614,0.06693637366678926,0.05087323915000992,1370,2719,3931.34
30,large_scale,dp_robust,2016-09-25,2016-10-01,0.027737226277372264,0.06509746230231703,0.048838309584009525,1370,2719,3931.34
